Sektör,reklam suresi SN,reklam maliyeti TL,ORTALAMA REYTING (TOPLAM İZLENME ORANI) %,ORTALAMA SHARE (İZLENME PAYI) % :,ORTALAMA AB grubu İzlenme %,prime time yayın oranı %,Diğer yayın zamanı oranı,Haftasonu REYTING (TOPLAM İZLENME ORANI) %,Satışa Etkisi
BEYAZ EŞYA,4.8,12632.14,0.47,0.95,0.66,0.96,0.04,0.64,TATMİNKAR
MOBİLYA,21.5,12112.04,0.35,0.29,0.89,0.55,0.45,0.28,TATMİNKAR
GİYİM,13.2,26485.36,0.26,0.53,0.06,0.43,0.57,0.48,TATMİNKAR
GİYİM,13.6,14286.84,0.37,0.60,0.98,0.61,0.39,0.00,TATMİNKAR
BEYAZ EŞYA,4.4,14596.04,0.55,0.75,0.82,0.76,0.24,0.25,TATMİNKAR
OTOMOTİVE,20.5,12603.58,0.45,0.21,0.11,0.44,0.56,0.73,TATMİNKAR
GİYİM,1.2,15272.24,0.43,0.97,0.57,0.25,0.75,0.98,TATMİNKAR
MOBİLYA,19.3,19009.1,0.48,0.97,0.79,0.28,0.72,0.24,TATMİNKAR
GİYİM,15.5,8380.02,0.49,0.89,0.50,0.17,0.83,0.86,TATMİNKAR
GİYİM,10.7,18475.04,0.28,0.42,0.80,0.80,0.20,0.31,TATMİNKAR
GİYİM,11.4,10845.89,0.36,0.31,0.18,0.49,0.51,0.31,TATMİNKAR
BEYAZ EŞYA,41.5,18273.11,0.36,0.07,0.73,0.35,0.65,0.05,TATMİNKAR
DİĞER,19,8400.56,0.17,0.17,0.01,0.91,0.09,0.62,TATMİNKAR
GİYİM,14.4,5958.34,0.40,0.00,0.45,0.56,0.44,0.00,TATMİNKAR
BEYAZ EŞYA,3,13818.68,0.46,0.02,0.87,0.35,0.65,0.48,TATMİNKAR
GIDA,24.2,19071.59,0.64,0.98,0.13,0.58,0.42,0.01,TATMİNKAR
GIDA,11.4,9923.03,0.44,0.92,0.33,0.22,0.78,0.52,TATMİNKAR
GIDA,24.4,5839.35,0.42,0.02,0.17,0.36,0.64,0.44,TATMİNKAR
MOBİLYA,14.6,21023.57,0.37,0.56,0.59,0.01,0.99,0.33,TATMİNKAR
GİYİM,20.3,2398.04,0.31,0.87,0.19,0.41,0.59,0.12,TATMİNKAR
BEYAZ EŞYA,18.7,12599.48,0.16,0.57,0.89,0.64,0.36,0.58,TATMİNKAR
BEYAZ EŞYA,18.8,13947.87,0.20,0.96,0.61,0.32,0.68,0.42,TATMİNKAR
OTOMOTİVE,17.6,10454.03,0.33,0.14,0.81,0.84,0.16,0.89,TATMİNKAR
MOBİLYA,20.5,23754.35,0.45,0.71,0.06,0.30,0.70,0.75,TATMİNKAR
DİĞER,27.9,14655.68,0.26,0.52,0.25,0.53,0.47,0.86,TATMİNKAR
GİYİM,35.7,26463.98,0.30,0.19,0.17,0.60,0.40,0.63,TATMİNKAR
BEYAZ EŞYA,12.4,14581.9,0.47,0.26,0.64,0.04,0.96,0.79,TATMİNKAR
DİĞER,16.8,6863.03,0.31,0.85,0.04,0.79,0.21,0.07,TATMİNKAR
DİĞER,20.6,14576.82,0.35,0.85,0.87,0.73,0.27,0.10,TATMİNKAR
DİĞER,17.9,9440.82,0.48,0.78,0.67,0.46,0.54,0.87,TATMİNKAR
OTOMOTİVE,13.7,19903.75,0.46,0.68,0.86,0.89,0.11,0.67,TATMİNKAR
DİĞER,24.6,6751.6,0.32,0.18,0.21,0.10,0.90,0.53,TATMİNKAR
MOBİLYA,15.9,10413.67,0.40,0.77,0.86,0.51,0.49,0.03,TATMİNKAR
GİYİM,22.9,5419.93,0.47,0.04,0.42,0.97,0.03,0.70,TATMİNKAR
MOBİLYA,17.1,10032.32,0.41,0.75,0.20,0.41,0.59,0.91,TATMİNKAR
GİYİM,22.6,12455.61,0.42,0.58,0.43,0.91,0.09,0.27,TATMİNKAR
DİĞER,18.7,30165.8,0.29,0.65,0.40,0.71,0.29,0.49,TATMİNKAR
OTOMOTİVE,20.6,8641.43,0.23,0.07,0.03,0.39,0.61,0.03,TATMİNKAR
BEYAZ EŞYA,39.5,12197.24,0.43,0.98,0.21,0.97,0.03,0.04,TATMİNKAR
GİYİM,11.4,10365.68,0.52,0.38,0.92,0.23,0.77,0.08,TATMİNKAR
DİĞER,17.6,4791.95,0.43,0.27,0.93,0.91,0.09,0.98,TATMİNKAR
OTOMOTİVE,16.3,8036.68,0.31,0.90,0.10,0.53,0.47,0.32,TATMİNKAR
BEYAZ EŞYA,3.3,3132.63,0.58,0.54,0.29,0.63,0.37,0.88,TATMİNKAR
DİĞER,15.1,19046.82,0.38,0.22,0.29,0.98,0.02,0.58,TATMİNKAR
GIDA,13.7,7646.89,0.41,0.64,0.51,0.85,0.15,0.26,TATMİNKAR
OTOMOTİVE,23.1,9232.95,0.55,0.59,0.29,0.94,0.06,0.38,TATMİNKAR
GIDA,9.5,7379.14,0.41,0.90,0.64,0.81,0.19,0.46,TATMİNKAR
DİĞER,39.6,7373.01,0.43,0.86,0.05,0.80,0.20,0.17,TATMİNKAR
OTOMOTİVE,31.3,14175.11,0.37,0.64,0.58,0.46,0.54,0.45,TATMİNKAR
OTOMOTİVE,19.5,17199.28,0.24,0.05,0.18,0.20,0.80,0.03,TATMİNKAR
GIDA,31.5,3970.38,0.46,0.92,0.73,0.10,0.90,0.41,TATMİNKAR
BEYAZ EŞYA,11.9,22378.48,0.33,0.08,0.49,0.36,0.64,0.44,TATMİNKAR
MOBİLYA,31.2,16618.36,0.37,0.45,0.72,0.37,0.63,0.67,TATMİNKAR
GIDA,10.3,399.49,0.04,0.35,0.05,0.17,0.83,0.20,TATMİNKAR
BEYAZ EŞYA,17.1,9715.35,0.32,0.51,1.00,0.91,0.09,0.50,TATMİNKAR
MOBİLYA,19.7,20866.61,0.35,0.90,0.94,0.30,0.70,0.01,TATMİNKAR
BEYAZ EŞYA,16.7,9139.87,0.44,0.44,0.10,0.27,0.73,0.27,TATMİNKAR
DİĞER,27.4,1502.25,0.30,0.98,0.58,0.61,0.39,0.76,TATMİNKAR
MOBİLYA,33.6,861.34,0.34,0.90,0.83,0.77,0.23,0.03,TATMİNKAR
OTOMOTİVE,6.9,1835.2,0.28,0.23,0.61,0.44,0.56,0.61,TATMİNKAR
BEYAZ EŞYA,12.4,11165.62,0.35,0.59,0.96,0.05,0.95,0.20,TATMİNKAR
DİĞER,35.7,19150.33,0.34,0.04,0.44,0.83,0.17,0.55,TATMİNKAR
GIDA,26.8,13183.43,0.50,0.28,0.15,0.51,0.49,0.06,TATMİNKAR
OTOMOTİVE,21.5,4107.26,0.28,0.37,0.67,0.87,0.13,0.43,TATMİNKAR
GİYİM,14.9,8872.71,0.39,0.10,0.22,0.43,0.57,0.63,TATMİNKAR
BEYAZ EŞYA,16.2,2647.27,0.26,0.48,0.71,0.11,0.89,0.62,TATMİNKAR
GİYİM,27.1,1307.38,0.42,0.43,0.68,0.02,0.98,0.87,TATMİNKAR
GİYİM,30.6,2188.9,0.34,0.20,0.11,0.23,0.77,0.36,TATMİNKAR
BEYAZ EŞYA,17.8,15732.33,0.39,0.13,0.53,0.46,0.54,0.04,TATMİNKAR
DİĞER,19.5,14240.86,0.28,0.42,0.44,0.67,0.33,0.83,TATMİNKAR
BEYAZ EŞYA,14.9,10072.11,0.32,0.35,0.41,0.09,0.91,0.96,TATMİNKAR
MOBİLYA,3.3,22328.77,0.41,0.97,0.29,0.20,0.80,0.48,TATMİNKAR
MOBİLYA,21.7,16459.29,0.32,0.86,0.79,0.18,0.82,0.68,TATMİNKAR
MOBİLYA,11.3,5135.32,0.48,0.56,0.99,0.01,0.99,0.84,TATMİNKAR
GIDA,28.3,19329.26,0.53,0.96,0.61,0.30,0.70,0.81,TATMİNKAR
GİYİM,17.5,12415.89,0.51,0.83,0.07,0.40,0.60,0.72,TATMİNKAR
BEYAZ EŞYA,29.4,9549.84,0.28,0.46,0.36,0.70,0.30,0.22,TATMİNKAR
MOBİLYA,12.5,10916.79,0.69,0.59,0.55,0.52,0.48,0.49,TATMİNKAR
GİYİM,10.1,17370.96,0.42,0.28,0.32,0.03,0.97,0.52,TATMİNKAR
MOBİLYA,34.6,9627.48,0.28,0.62,0.15,0.81,0.19,0.83,TATMİNKAR
OTOMOTİVE,8.2,1251.06,0.43,0.25,0.64,0.41,0.59,0.10,TATMİNKAR
OTOMOTİVE,8.5,10808.87,0.22,0.98,0.29,0.58,0.42,0.70,TATMİNKAR
MOBİLYA,8.8,2341.38,0.48,0.88,0.48,0.10,0.90,0.93,TATMİNKAR
OTOMOTİVE,11.6,17142.68,0.28,0.17,0.71,0.78,0.22,0.87,TATMİNKAR
BEYAZ EŞYA,6.3,763.63,0.40,0.55,0.37,0.26,0.74,0.95,TATMİNKAR
MOBİLYA,18.9,3791.88,0.41,0.96,0.35,0.53,0.47,0.29,TATMİNKAR
DİĞER,35.9,2016.05,0.49,0.76,0.62,0.74,0.26,0.10,TATMİNKAR
BEYAZ EŞYA,18.7,9801.11,0.22,0.79,0.05,0.81,0.19,0.56,TATMİNKAR
GIDA,30,13500.04,0.33,0.34,0.56,0.02,0.98,0.87,TATMİNKAR
GİYİM,19.6,18331.84,0.36,0.58,0.02,0.07,0.93,0.80,TATMİNKAR
OTOMOTİVE,27.7,8451.48,0.34,0.31,0.51,0.12,0.88,0.53,TATMİNKAR
DİĞER,22.4,12529.07,0.38,0.07,0.99,0.88,0.12,0.03,TATMİNKAR
MOBİLYA,5.8,13081.99,0.42,0.70,1.00,0.62,0.38,0.90,TATMİNKAR
GIDA,22.5,10468.58,0.46,0.09,0.10,0.39,0.61,0.34,TATMİNKAR
DİĞER,14.7,6040.87,0.30,0.74,0.21,0.48,0.52,0.58,TATMİNKAR
GİYİM,10.6,3197.27,0.41,0.33,0.93,0.78,0.22,0.97,TATMİNKAR
GİYİM,22.2,4025.78,0.26,0.16,0.93,0.02,0.98,0.92,TATMİNKAR
OTOMOTİVE,14.5,11153.15,0.40,0.31,0.20,0.02,0.98,0.93,TATMİNKAR
OTOMOTİVE,24.1,6528.56,0.33,0.13,0.14,0.27,0.73,0.94,TATMİNKAR
GIDA,27.3,4503.68,0.16,0.67,0.65,0.51,0.49,0.02,TATMİNKAR
DİĞER,7.2,6527.21,0.46,0.58,0.92,0.95,0.05,0.12,TATMİNKAR
OTOMOTİVE,5.1,2893,0.43,0.51,0.84,0.65,0.35,0.19,TATMİNKAR
GIDA,5,9009.25,0.36,0.49,0.81,0.77,0.23,0.38,TATMİNKAR
BEYAZ EŞYA,11.6,6329.91,0.36,0.04,0.64,0.30,0.70,0.13,TATMİNKAR
DİĞER,13.9,18483.46,0.44,0.25,0.93,0.43,0.57,0.38,TATMİNKAR
GIDA,9.8,18965.12,0.33,0.65,0.65,0.27,0.73,0.85,TATMİNKAR
DİĞER,20.8,20232.68,0.50,0.76,0.76,0.32,0.68,0.41,TATMİNKAR
BEYAZ EŞYA,26.5,3496.45,0.33,0.35,0.78,0.14,0.86,0.58,TATMİNKAR
MOBİLYA,26.4,6266.14,0.26,0.09,0.27,0.09,0.91,0.80,TATMİNKAR
DİĞER,22,21084.45,0.49,0.46,0.53,0.84,0.16,0.48,TATMİNKAR
DİĞER,1,7178.29,0.41,0.36,0.47,0.14,0.86,0.26,TATMİNKAR
MOBİLYA,17.4,645.16,0.43,0.45,0.76,0.61,0.39,0.35,TATMİNKAR
MOBİLYA,7.5,9820.61,0.28,0.14,0.14,0.66,0.34,0.84,TATMİNKAR
GİYİM,30.8,26248.63,0.34,0.09,0.03,0.91,0.09,0.10,TATMİNKAR
GİYİM,19.2,2706.07,0.44,0.79,0.90,0.31,0.69,0.16,TATMİNKAR
GİYİM,18.5,13483.67,0.50,0.52,0.39,0.50,0.50,0.78,TATMİNKAR
GIDA,15.7,4938.94,0.43,0.80,0.99,0.82,0.18,0.25,TATMİNKAR
OTOMOTİVE,13.9,6894.17,0.32,0.32,0.58,0.87,0.13,0.15,TATMİNKAR
MOBİLYA,22.4,2543.59,0.38,0.88,0.46,0.68,0.32,0.83,TATMİNKAR
GİYİM,20,16017.29,0.31,0.80,0.92,0.54,0.46,0.56,TATMİNKAR
BEYAZ EŞYA,10.4,26833.55,0.35,0.65,0.80,0.02,0.98,0.97,TATMİNKAR
DİĞER,9.7,17044.53,0.27,0.79,0.33,0.76,0.24,0.61,TATMİNKAR
MOBİLYA,32,6102.43,0.46,0.07,0.03,0.57,0.43,0.50,TATMİNKAR
BEYAZ EŞYA,19.8,417.7,0.16,0.45,0.27,0.64,0.36,0.78,TATMİNKAR
DİĞER,30.4,10982.86,0.24,0.38,0.11,0.41,0.59,1.00,TATMİNKAR
OTOMOTİVE,11.8,2449.67,0.45,0.93,0.53,0.52,0.48,0.50,TATMİNKAR
BEYAZ EŞYA,17.5,6506.79,0.53,0.32,0.05,0.53,0.47,0.16,TATMİNKAR
OTOMOTİVE,21,7658.73,0.47,0.57,0.24,0.50,0.50,0.50,TATMİNKAR
DİĞER,12.7,13222.97,0.44,0.32,0.88,0.63,0.37,0.29,TATMİNKAR
BEYAZ EŞYA,32.6,8644.63,0.29,0.78,0.65,0.33,0.67,0.68,TATMİNKAR
DİĞER,32.5,20116.76,0.40,0.97,0.42,0.40,0.60,0.53,TATMİNKAR
MOBİLYA,8.6,21208.65,0.33,0.85,0.95,0.31,0.69,0.19,TATMİNKAR
DİĞER,27.3,4917.44,0.40,0.68,0.09,0.25,0.75,0.64,TATMİNKAR
OTOMOTİVE,21.7,1430.66,0.40,0.55,0.11,0.69,0.31,0.69,TATMİNKAR
MOBİLYA,17.8,12061.17,0.32,0.96,0.69,0.57,0.43,0.88,TATMİNKAR
GIDA,19.2,10630.4,0.46,0.19,0.59,0.05,0.95,0.97,TATMİNKAR
DİĞER,11.2,6621.33,0.55,0.63,0.36,0.18,0.82,0.67,TATMİNKAR
MOBİLYA,12.4,402.47,0.35,0.78,0.39,0.58,0.42,0.19,TATMİNKAR
GİYİM,12,16937.24,0.29,0.59,0.27,0.30,0.70,0.82,TATMİNKAR
DİĞER,21.1,10018.48,0.32,0.65,0.44,0.27,0.73,0.85,TATMİNKAR
GİYİM,14.4,3248.78,0.47,0.82,0.59,0.16,0.84,0.92,TATMİNKAR
GİYİM,8.2,7752.49,0.43,0.12,0.27,0.01,0.99,0.04,TATMİNKAR
MOBİLYA,36.8,939.41,0.40,0.38,0.85,0.50,0.50,0.82,TATMİNKAR
MOBİLYA,16,9805.7,0.56,0.53,0.90,0.13,0.87,0.05,TATMİNKAR
GIDA,23.1,10702.06,0.37,0.09,0.04,0.68,0.32,0.19,TATMİNKAR
MOBİLYA,33.7,7468.08,0.30,0.34,0.18,0.55,0.45,0.88,TATMİNKAR
MOBİLYA,11.9,12221.34,0.33,0.23,0.84,0.26,0.74,0.81,TATMİNKAR
BEYAZ EŞYA,24.4,5755.74,0.34,0.13,0.99,0.53,0.47,0.04,TATMİNKAR
GIDA,24.3,4215.01,0.29,0.63,0.91,0.38,0.62,0.63,TATMİNKAR
OTOMOTİVE,11.4,10540.12,0.46,0.93,0.85,0.73,0.27,0.79,TATMİNKAR
GIDA,26.3,24680.19,0.29,0.20,0.89,0.89,0.11,0.03,TATMİNKAR
GİYİM,3.8,10678.26,0.46,0.43,0.87,0.14,0.86,0.80,TATMİNKAR
OTOMOTİVE,16.6,12050.3,0.47,0.56,0.44,0.83,0.17,0.41,TATMİNKAR
GİYİM,16.4,12647.69,0.60,0.00,0.44,0.81,0.19,0.34,TATMİNKAR
GIDA,12.5,6436.43,0.27,0.66,0.06,0.62,0.38,0.55,TATMİNKAR
OTOMOTİVE,12.6,14450.91,0.40,0.07,0.31,0.39,0.61,0.46,TATMİNKAR
BEYAZ EŞYA,23.3,8789.33,0.36,0.65,0.16,0.16,0.84,0.69,TATMİNKAR
BEYAZ EŞYA,12.9,7039.23,0.49,0.13,0.64,0.85,0.15,0.94,TATMİNKAR
MOBİLYA,19.6,7833.86,0.34,0.38,0.02,0.63,0.37,0.62,TATMİNKAR
OTOMOTİVE,11.8,8123.36,0.23,0.36,0.47,0.90,0.10,0.80,TATMİNKAR
MOBİLYA,36.3,3826.65,0.43,0.94,0.33,0.31,0.69,0.40,TATMİNKAR
OTOMOTİVE,23.9,6344.3,0.21,0.34,0.43,0.04,0.96,0.31,TATMİNKAR
MOBİLYA,8.3,27075.51,0.27,0.23,0.28,0.61,0.39,0.90,TATMİNKAR
OTOMOTİVE,10.8,11224.9,0.37,0.34,0.68,0.45,0.55,0.32,TATMİNKAR
BEYAZ EŞYA,19.6,8668.72,0.51,0.54,0.79,0.80,0.20,0.25,TATMİNKAR
BEYAZ EŞYA,26.8,17014.96,0.30,0.76,0.39,0.22,0.78,0.48,TATMİNKAR
MOBİLYA,21.3,27955.16,0.33,0.76,0.08,0.79,0.21,0.89,TATMİNKAR
BEYAZ EŞYA,23.2,13928.54,0.36,0.03,0.10,0.96,0.04,0.91,TATMİNKAR
DİĞER,32.9,24300.94,0.45,0.74,0.11,0.82,0.18,0.59,TATMİNKAR
MOBİLYA,3.4,30915.74,0.35,0.67,0.47,0.25,0.75,0.43,GÜÇLÜ
BEYAZ EŞYA,99.7,10741.76,0.00,0.67,0.35,0.24,0.76,0.47,GÜÇLÜ
GİYİM,97.3,28556.45,0.99,0.66,0.40,0.05,0.95,0.46,GÜÇLÜ
OTOMOTİVE,44.2,196.25,0.32,0.55,0.36,0.27,0.73,0.55,GÜÇLÜ
OTOMOTİVE,87.4,5430.65,0.01,0.69,0.33,0.30,0.70,0.63,GÜÇLÜ
DİĞER,60.2,18554.24,0.01,0.78,0.37,0.19,0.81,0.50,GÜÇLÜ
GİYİM,70,62716.89,0.11,0.68,0.28,0.13,0.87,0.67,GÜÇLÜ
OTOMOTİVE,92.1,3875.79,0.56,0.71,0.37,0.23,0.77,0.52,GÜÇLÜ
MOBİLYA,44,58643.07,0.20,0.55,0.36,0.13,0.87,0.51,GÜÇLÜ
OTOMOTİVE,68.8,57095.78,0.79,0.67,0.26,0.18,0.82,0.56,GÜÇLÜ
GİYİM,50.9,20539.75,0.18,0.63,0.28,0.14,0.86,0.43,GÜÇLÜ
OTOMOTİVE,56.6,68384.34,0.23,0.60,0.48,0.28,0.72,0.55,GÜÇLÜ
OTOMOTİVE,15.9,14484.54,0.74,0.67,0.32,0.07,0.93,0.54,GÜÇLÜ
GİYİM,85.7,60826.42,0.37,0.67,0.55,0.08,0.92,0.41,GÜÇLÜ
BEYAZ EŞYA,60.8,51668.3,0.31,0.91,0.29,0.06,0.94,0.61,GÜÇLÜ
GİYİM,42,24885.73,0.87,0.53,0.29,0.20,0.80,0.45,GÜÇLÜ
BEYAZ EŞYA,95.8,28368.08,0.61,0.54,0.26,0.03,0.97,0.66,GÜÇLÜ
MOBİLYA,37.3,28573.82,0.49,0.85,0.38,0.24,0.76,0.73,GÜÇLÜ
GIDA,10.3,5109.94,0.76,0.60,0.39,0.18,0.82,0.70,GÜÇLÜ
GIDA,57.6,15889.12,0.28,0.73,0.31,0.05,0.95,0.75,GÜÇLÜ
DİĞER,68.7,62033.69,0.57,0.77,0.24,0.09,0.91,0.65,GÜÇLÜ
MOBİLYA,55.4,43218.96,0.41,0.46,0.12,0.21,0.79,0.61,GÜÇLÜ
OTOMOTİVE,85.6,10243.47,0.53,0.82,0.16,0.16,0.84,0.60,GÜÇLÜ
GİYİM,81.9,68508.38,0.45,0.65,0.33,0.26,0.74,0.62,GÜÇLÜ
GİYİM,62,27331.65,0.29,0.76,0.36,0.21,0.79,0.63,GÜÇLÜ
OTOMOTİVE,40,35950.77,0.91,0.70,0.47,0.06,0.94,0.52,GÜÇLÜ
MOBİLYA,25.3,15143.8,0.13,0.74,0.40,0.17,0.83,0.47,GÜÇLÜ
MOBİLYA,94.9,27671.41,0.13,0.61,0.37,0.15,0.85,0.46,GÜÇLÜ
OTOMOTİVE,95.8,25483.49,0.56,0.64,0.35,0.17,0.83,0.64,GÜÇLÜ
GİYİM,5.4,20681.34,0.80,0.65,0.22,0.30,0.70,0.58,GÜÇLÜ
MOBİLYA,88,9628.12,0.24,0.74,0.25,0.06,0.94,0.64,GÜÇLÜ
GİYİM,33.8,39903.33,0.17,0.42,0.43,0.05,0.95,0.65,GÜÇLÜ
MOBİLYA,48.2,50608.19,0.10,0.64,0.23,0.28,0.72,0.77,GÜÇLÜ
GIDA,91.5,36456.85,0.50,0.57,0.19,0.15,0.85,0.62,GÜÇLÜ
OTOMOTİVE,33.8,65871.18,0.30,0.57,0.39,0.21,0.79,0.65,GÜÇLÜ
BEYAZ EŞYA,28.7,51714.47,0.64,0.75,0.10,0.19,0.81,0.51,GÜÇLÜ
OTOMOTİVE,17.7,56170.69,0.37,0.59,0.27,0.03,0.97,0.53,GÜÇLÜ
BEYAZ EŞYA,94.5,67329.63,0.20,0.60,0.41,0.02,0.98,0.43,GÜÇLÜ
OTOMOTİVE,18.4,329.24,0.80,0.72,0.13,0.33,0.67,0.63,GÜÇLÜ
GİYİM,3.8,12789.49,0.25,0.66,0.22,0.19,0.81,0.43,GÜÇLÜ
OTOMOTİVE,99.2,15645.93,0.60,0.67,0.26,0.02,0.98,0.55,GÜÇLÜ
OTOMOTİVE,59.8,54409.12,0.08,0.82,0.30,0.17,0.83,0.86,GÜÇLÜ
MOBİLYA,72.4,71687.24,0.78,0.76,0.39,0.17,0.83,0.73,GÜÇLÜ
BEYAZ EŞYA,79.4,54654.91,0.86,0.52,0.15,0.29,0.71,0.68,GÜÇLÜ
GİYİM,72.5,42939.61,0.07,0.77,0.13,0.20,0.80,0.52,GÜÇLÜ
GİYİM,77.4,56.74,0.87,0.49,0.31,0.13,0.87,0.52,GÜÇLÜ
BEYAZ EŞYA,78.1,41616.96,0.94,0.43,0.34,0.27,0.73,0.65,GÜÇLÜ
DİĞER,43.8,44764.15,0.51,0.64,0.36,0.09,0.91,0.68,GÜÇLÜ
MOBİLYA,45.1,8503.29,0.29,0.70,0.35,0.18,0.82,0.76,GÜÇLÜ
OTOMOTİVE,57.1,23427.56,0.16,0.70,0.39,0.29,0.71,0.52,GÜÇLÜ
GİYİM,7.7,16579.4,0.31,0.72,0.26,0.32,0.68,0.58,GÜÇLÜ
OTOMOTİVE,32.4,13675.91,0.15,0.61,0.43,0.23,0.77,0.58,GÜÇLÜ
BEYAZ EŞYA,65.3,12295.11,0.97,0.67,0.45,0.17,0.83,0.43,GÜÇLÜ
MOBİLYA,75,72024.35,0.14,0.71,0.33,0.24,0.76,0.53,GÜÇLÜ
GİYİM,79.9,53512.6,0.76,0.45,0.43,0.04,0.96,0.70,GÜÇLÜ
GİYİM,72.7,3745.68,0.19,0.61,0.40,0.32,0.68,0.51,GÜÇLÜ
MOBİLYA,59.8,7706.32,0.38,0.85,0.31,0.19,0.81,0.58,GÜÇLÜ
OTOMOTİVE,67.5,40356.41,0.89,0.62,0.34,0.13,0.87,0.61,GÜÇLÜ
DİĞER,58.7,49582.95,0.93,0.59,0.39,0.04,0.96,0.45,GÜÇLÜ
OTOMOTİVE,21.6,55574.97,0.01,0.89,0.22,0.14,0.86,0.44,GÜÇLÜ
GİYİM,22.6,66796.44,0.16,0.58,0.34,0.10,0.90,0.50,GÜÇLÜ
GIDA,24.1,6512.78,0.25,0.83,0.27,0.11,0.89,0.47,GÜÇLÜ
OTOMOTİVE,74.9,720.04,0.80,0.71,0.52,0.14,0.86,0.52,GÜÇLÜ
GIDA,70.4,19722.71,0.19,0.67,0.25,0.26,0.74,0.59,GÜÇLÜ
GİYİM,91.7,72940.44,0.07,0.61,0.49,0.14,0.86,0.52,GÜÇLÜ
GİYİM,46.4,41367.61,0.96,0.67,0.30,0.29,0.71,0.56,GÜÇLÜ
OTOMOTİVE,5,63534.08,0.05,0.60,0.31,0.23,0.77,0.69,GÜÇLÜ
OTOMOTİVE,35.5,30088.26,0.48,0.59,0.26,0.16,0.84,0.57,GÜÇLÜ
GIDA,18.3,18448.6,0.94,0.65,0.36,0.12,0.88,0.63,GÜÇLÜ
DİĞER,3.2,70880.04,0.48,0.56,0.18,0.25,0.75,0.39,GÜÇLÜ
DİĞER,44.6,32899.77,0.31,0.73,0.21,0.28,0.72,0.54,GÜÇLÜ
BEYAZ EŞYA,57.6,70895.92,0.39,0.79,0.31,0.14,0.86,0.72,GÜÇLÜ
BEYAZ EŞYA,69.8,12138.18,0.10,0.70,0.12,0.30,0.70,0.60,GÜÇLÜ
DİĞER,35.3,10316.61,0.40,0.61,0.52,0.21,0.79,0.60,GÜÇLÜ
GIDA,53.6,71824.52,0.17,0.55,0.36,0.16,0.84,0.28,GÜÇLÜ
OTOMOTİVE,15.2,36248.11,0.12,0.64,0.30,0.00,1.00,0.53,GÜÇLÜ
BEYAZ EŞYA,83.7,1556.59,0.77,0.65,0.25,0.00,1.00,0.62,GÜÇLÜ
GİYİM,82.9,69611.23,0.11,0.63,0.23,0.20,0.80,0.61,GÜÇLÜ
OTOMOTİVE,59.6,71769.03,0.65,0.55,0.33,0.17,0.83,0.55,GÜÇLÜ
DİĞER,24,70394.3,0.50,0.70,0.21,0.22,0.78,0.69,GÜÇLÜ
MOBİLYA,70.5,72076.02,0.27,0.63,0.48,0.22,0.78,0.46,GÜÇLÜ
OTOMOTİVE,58.4,13371.46,0.82,0.71,0.25,0.18,0.82,0.38,GÜÇLÜ
BEYAZ EŞYA,46.2,47534.98,0.93,0.70,0.33,0.23,0.77,0.41,GÜÇLÜ
MOBİLYA,58.7,26030.14,0.77,0.67,0.49,0.20,0.80,0.44,GÜÇLÜ
DİĞER,40.9,50961.25,0.94,0.81,0.40,0.44,0.56,0.58,GÜÇLÜ
OTOMOTİVE,36.5,13629.74,0.58,0.58,0.38,0.30,0.70,0.67,GÜÇLÜ
GİYİM,90.9,28089.75,0.38,0.65,0.27,0.11,0.89,0.71,GÜÇLÜ
GİYİM,16.4,26882.22,0.24,0.60,0.33,0.12,0.88,0.53,GÜÇLÜ
BEYAZ EŞYA,47.2,60802.57,0.02,0.72,0.18,0.24,0.76,0.54,GÜÇLÜ
DİĞER,0.7,59715.99,0.62,0.71,0.39,0.41,0.59,0.73,GÜÇLÜ
GİYİM,71.6,16032.69,0.45,0.57,0.34,0.21,0.79,0.67,GÜÇLÜ
OTOMOTİVE,98.1,40114.91,0.17,0.77,0.35,0.15,0.85,0.63,GÜÇLÜ
DİĞER,33,4606.48,0.03,0.87,0.17,0.09,0.91,0.55,GÜÇLÜ
BEYAZ EŞYA,30.7,21653.08,0.57,0.60,0.41,0.18,0.82,0.64,GÜÇLÜ
DİĞER,94.9,60557.12,0.91,0.52,0.43,0.10,0.90,0.56,GÜÇLÜ
GIDA,5.3,20889.41,0.54,0.60,0.32,0.20,0.80,0.59,GÜÇLÜ
DİĞER,26,51570.39,0.14,0.69,0.27,0.15,0.85,0.54,GÜÇLÜ
BEYAZ EŞYA,100,41507.88,0.44,0.67,0.47,0.33,0.67,0.60,GÜÇLÜ
DİĞER,32.3,64056.61,0.45,0.64,0.26,0.39,0.61,0.41,GÜÇLÜ
GIDA,74.2,8047.13,0.27,0.78,0.13,0.12,0.88,0.44,GÜÇLÜ
MOBİLYA,40.6,553.56,0.10,0.66,0.21,0.38,0.62,0.48,GÜÇLÜ
GİYİM,95.3,7571.36,0.65,0.57,0.27,0.13,0.87,0.54,GÜÇLÜ
DİĞER,99,24659.93,0.95,0.74,0.36,0.29,0.71,0.62,GÜÇLÜ
BEYAZ EŞYA,63.5,66139.84,0.38,0.52,0.35,0.18,0.82,0.66,GÜÇLÜ
GIDA,33.1,16810.11,0.41,0.77,0.26,0.27,0.73,0.78,GÜÇLÜ
DİĞER,20.5,47813.92,0.79,0.48,0.43,0.23,0.77,0.51,GÜÇLÜ
